"820842351572713473": "['want another blunt', '1']",
"513452206058897408": "['@Fuqoffbruh @MommaWife76 I could totally go for some adderall right now I'd be finished in like 30min! 😂😂', '1']",
"824361476962078721": "['I needa go get a blunt', '1']",
"506675028080205824": "['I don't know why I don't sell my adderall cause I hate that shit.', '1']",
"512995729171054592": "['3 people have fussed me out already today bc it's too early to fill their oxycodone 😡', '0']",
"493899314704314368": "['i'm on seroquel at the moment and a lot of it and lithium', '0']",
"815442061533081600": "['time to get smacked', '1']",
"469941305838014464": "['I took Adderall for the first time in a month and I can't figure out why I ever stopped.', '0']",
"817804352215744512": "['Ready to get on the road and get in some snow', '0']",
"475291067244625921": "['@its_bma_bitch Omg you've gotta get seroquel only thing I can sleep with', '0']",
"819554081568096256": "['@TedRandom so dope you get to travel!', '0']",
"826328698794172416": "['It was dope though 👌', '0']",
"821374684633632769": "['Weed pills and that drank, thats my trippy kit', '1']",
"358305807185608705": "['DONT MIX SEROQUEL AND THERAFLU ! UNLESS YOU WANNA GOOD TIME !', '0']",
"537945982882033665": "['Thankful for having wisdom teeth removed this year. The post-surgery oxycodone should pair nicely with cab sav. #Thanksgiving', '0']",
"817398979906465793": "['Wish I could finish my blunt while I vibe out to @iamjojo x mad love album..', '1']",
"447395926462959616": "['My mom talkin bout find me somebody who got Adderall 😒 if she dont sit her $5 ass down before i make change like shit 😂', '1']",
"823755770332409856": "['I really want a blunt rn.', '1']",
"498359160631988224": "['I'm on oxycodone cause of my surgery I don't take them for fun', '0']",
"518972329783988224": "['whelp I'll be up all night doing pointless things because of adderall', '0']",
"534436583555223553": "['it's days like these I feel like I could use some adderall', '1']",
"816872185340039168": "['Smoke boof to relieve it', '1']",
"819039935374180352": "['All I want is a blunt rn.', '1']",
"821898743154819073": "['Shooting a shotgun up in the mountains was dope af today', '0']",
"534227174715576320": "['@chxnyols @heckyeol @dohsoo i cn try but my seroquel is kickig in so i might pass out in a minute', '0']",
"509439282390392833": "['Adderall wearing off is not a good combination with anything', '0']",
"820428307011342336": "['I want a bottle of wine and a blunt', '1']",
"819411932235042816": "['LATE. NIGHT. BUMP.', '0']",
"500043144109768704": "['Got my meds changed today. From now on I'm taking trazadone &amp; quetiapine in the evening and bupropion in the morning.', '0']",
"821418368565735424": "['me: rain drop, drop top \nquaid: cooking bbq in the crock pot', '0']",
"821942520330358784": "['I want to drop acid and make art', '1']",
"821110510082895872": "['@connerjmartin10 it's a pretty dope school', '0']",
"821620288735576065": "['If you smoke weed you're a bum', '1']",
"816808406434484224": "['@lilyachty in the sprite commercial is dope', '0']",
"820837895208570881": "['Need some acid tabs', '1']",
"447910541172826112": "['I'm gonna need alot of Adderall if I'm gonna be able to get through school tomorrow..', '0']",
"463263667195490304": "['@harmon_lj I should be OK to run later, just when I made plans I sort of forgot about the 750mg quetiapine and thought I was normal :-/', '0']",
"515760995009323008": "['Nyquil and oxycodone in my system.. This shit is kicking in..', '0']",
"824936045762469889": "['I'm about to roll this delicious weed.', '1']",
"821384196476243968": "['Been such a long time since I had dope conversation', '0']",
"823691729173770240": "['what's your favorite weed movie? https://t.co/eCTQSOnZCv', '0']",
"825789953401638912": "['Dope smoking ..', '1']",
"529718942399754241": "['“@AdderallHadMe: Adderall had me opening a bunch of fortune cookies and becoming fluent in Chinese” lol something I would do 😂😂😂😂', '0']",
"821614398804545536": "['I wanna smoke a blunt but i dont have a lighter..', '1']",
"817957379773964289": "['@talex__ dope! Where at?', '0']",
"502283762252926976": "['“@AdderallHadMe: Adderall had me listening to you like http://t.co/Bpiu2JqjKU” @mackey96young @Tashaarenee_ when we on it', '0']",
"488820055329603585": "['I have liver cancer. They gave me oxycodone for pain. The label says /taking this medication may cause serious liver disease./ Umm...', '0']",
"496426991684296704": "['@PerryLHigh I got 2 or 3 Oxycodone left too. You want that? Lol', '0']",
"817860605327642626": "['*takes heroin smoke break*', '1']",
"826249797203959808": "['@MikeChav32 that was pretty dope haha', '0']",
"817519632517107712": "['@iHave3Testiclez @rihanna that's so dope... you was in the party scene with her?', '1']",
"541371565003526145": "['Officers seized total of 94 Oxycodone pills — 63 30-mg, 27 5-mg and 4 10-mg; 9 Zanex pills and 2 Suboxone strips along with $2,106 in cash.', '0']",
"817583633355735044": "['@ErrickaNicholle it looks dope too', '0']",
"530047687509684224": "['Subterranean OxyCodone Funk, no question, one of the best indie/underground EP's of 2014. #SOF', '0']",
"825554682668015617": "['FREE COLLEGE AND WEED.', '1']",
"817247520854114304": "['Smoke weed errryday!', '1']",
"492723474730074112": "['Adderall but yep RT @Kansas_Kev: You ever scroll down your IG TL and think to yourself *i think this bitch do perks*', '0']",
"823973665171718145": "['dope eatin insects', '0']",
"511282345249619968": "['Anyway, hoping some extra quetiapine will at least close the door on that parallel world for now. Doubt it will ever go away though.', '0']",
"517626436711354368": "['No seriously if you don't want to do homework on the weekends in college, just take adderall once a week. It's seriously the best option', '1']",
"826193069968027648": "['School is dope', '0']",
"507214259131265024": "['This oxycodone makes my knee feel better but makes me feel so sick 😒😐', '0']",
"816495848628621312": "['I'm in love with the dope smoke ..', '1']",
"822182005513342977": "['@Harrell64 dope swing thru after', '0']",
"488897245883142144": "['@muemong I get that 💩 w/ pain meds.\nPt:/ The oxycodone is for my back, the hydrocodone is for my knee, &amp; my APAP#3 is for my toothache.\n😩😠😡', '0']",
"817956982741037056": "['Lemme just smoke this blunt and chill.', '1']",
"818358312068587520": "['Take A TOOKA Blunt &amp; Then I Burn It ..', '1']",
"518938498364370945": "['Just popped some oxycodone because my body is killing me 💀', '0']",
"474766886945562624": "['@Beautiful_RN hahaha wait don't forget the oxycontin oxycodone heads...oh them seroquel head's doe O_o', '0']",
"819944941472403458": "['want blunt coffee and cuddles', '1']",
"820798030156886018": "['now I need a blunt', '1']",
"500578198736752640": "['@cousin_dave a do you know what it is? I take Seroquel and Sonata.', '0']",
"481566792788107265": "['@lil_lujann @EvelynLilMami natural high adderall style clean rampage dance and annoy Jason time', '0']",
"482247164685725698": "['How do you work in a doctor's office and not know what ADD &amp; Adderall are?', '0']",
"826133812581109760": "['If you smack your lips when you eat you're disgusting and I probably hate you', '0']",
"816907214602440704": "['Woah this is pretty dope!! https://t.co/HxJEygIDFa', '0']",
"822912084912566277": "['just took the most bomb nap with my cat', '1']",
"540365020681367552": "['@davon4L last time I did that my doctor told me I was having delusions and forced me to take more seroquel lmfao', '0']",
"485795424540700672": "['I hate adderall but I fuckin need one today lol I'm boutta die tryna stay up all day', '0']",
"822484008529522688": "['Ok but will Obama smoke a blunt with me now or', '0']",
"823395570106572801": "['Smoke Bomb x Hellifornia', '1']",
"532670974101962753": "['Well that was a good migraine when 2 oxycodone wouldn't shift it. Much better today though.', '0']",
"493849874673049600": "['I swear Adderall has you doing the most pointless but productive shit', '0']",
"507743341883424768": "['@Eguns80E lil better. ...atleast enuf to fall asleep. Taken 3 oxycodone today which didn't help anything but make me sick 😭', '0']",
"820851271766675456": "['@JoshTPIY @Egall614 I love weed', '1']",
"823477850485489664": "['A Blunt In Sunnyvale', '1']",
"491700579186778112": "['@LILforeigner I like the YAC chart as makes it quite clear, especially when swapping from oxycodone to patches.', '0']",
"816718468183683073": "['She let me hide the weed in her tits', '1']",
"509615190854602752": "['He's going to put me on seroquel or something which will just sedate the fuck out of me and make me regain all the weight I just lost', '0']",
"539123721836175361": "['Oxycodone (Percocet) is lame to me tbh. I took three and I felt the same', '0']",
"823569278964207616": "['@Rob_Grindstaff So dope. Love the red text.', '0']",
"515258581713960960": "['Her ass was arrested for oxycodone distribution. I'm heated.', '1']",
"535078641538179072": "['Oxycontin use dropped after it was made abuse-deterrent, while oxycodone Rx spiked #emconf #pennem #FOAMed', '0']",
"822425616301654017": "['Dope in my sock', '1']",
"822188519250653185": "['got some dope photos coming soon', '0']",
"524427699901956096": "['our generation is going to get fucked in the ass by the consequences of adderall that we aren't yet aware of', '0']",
"824813095742734339": "['these wings so clutch &amp; im smacked', '1']",
"455778896437579776": "['Little big of caffeine and adderall and i'm set for this exam. #bringit', '1']",
"815686679176605696": "['n e 1 want to go to the melting pot with me', '0']",
"510502910879215616": "['@edcasey Does Adderall give you any kind of edge, athletically speaking? Or was it just unrelated recreational use/abuse?', '0']",
"514645767290888192": "['Lmao is Kim on adderall tonight or just a super sweet BFF...? 😁😁😘😘😘😜 @deacon_kimberly', '0']",
"825458012554936321": "['Skipping out on a family party to go smoke weed. Priorities.', '1']",
"536118213286051840": "['If Mr Weren't here I'd take a little extra quetiapine and sleep all day. But he is here and I don't think he'll be on board with that :(', '1']",
"494506260415262720": "['@Womenspeakup @afaduln2 @MtnMD @Walgreens 6 of Walgreens' Florida pharmacies ordered in excess of a million oxycodone pills a year.', '0']",
"491186119434727425": "['@EricHornick young been up since 420 am ready to pop some adderall n sweat whoop. How's it feel to be heading to your new homeski', '0']",
"820382985857994752": "['Making weed brownies for tonight', '1']",
"815800207594188801": "['@delightful_al_ *passes blunt', '1']",
"821653242081869825": "['I Just Saw A Video About A Glass Blunt', '1']",
"817573919465099265": "['My dope in the bushes 👀', '1']",
"536769640375275521": "['Dark Souls II\nOxycodone &amp; Gamefaqs Duels\n\nOk guys, you may or may not be in it - I was too doped up to remember.', '0']",
"820842991321395200": "['i have a fever at work!!!!!!!!!!! i need a blunt :/', '1']",
"823758845616996352": "['today I was asked if I do heroin because I went to Lancaster????', '0']",
"816518807107858433": "['@the_great_abyz  that sword was dope too lol', '0']",
"823444556628787200": "['@TREYFARRELLL this pic is dope tbh', '0']",
"483298141069148163": "['@meantl ugh. I’m planning on talking to my dr about something else. I use to be on adderall but at the time my heart rate was too high from', '0']",
